epoch,PINN,RK_PINN,Large_RK
0,2.0855274200439453,2.2610113620758057,2.825961112976074
1,2.048055410385132,2.999601364135742,3.086623430252075
2,2.0437965393066406,3.5160000324249268,3.109719753265381
3,2.0479369163513184,3.0257644653320312,2.316514492034912
4,2.04581880569458,3.6971538066864014,2.641338348388672
5,2.038032054901123,3.300931692123413,2.574458122253418
6,2.0290350914001465,2.5270915031433105,2.9183239936828613
7,2.022097110748291,3.056328773498535,2.966402530670166
8,2.0184085369110107,2.9164888858795166,2.809159517288208
9,2.0171101093292236,2.9525790214538574,2.2336270809173584
10,2.016051769256592,2.853645086288452,2.4422545433044434
11,2.01354718208313,2.905485153198242,2.7694334983825684
12,2.0094947814941406,2.745922327041626,1.5664483308792114
13,2.004845380783081,2.7665133476257324,2.0471606254577637
14,2.0005719661712646,2.1062839031219482,1.6927896738052368
15,1.9971660375595093,2.79472017288208,2.277432680130005
16,1.994713306427002,2.2780649662017822,1.8505115509033203
17,1.992925763130188,2.1310598850250244,1.3997783660888672
18,1.9910929203033447,2.1948049068450928,1.3282556533813477
19,1.9885759353637695,2.1942574977874756,1.2294960021972656
20,1.9853945970535278,2.3652515411376953,0.8732913732528687
21,1.981980323791504,2.2522454261779785,0.8304822444915771
22,1.9787014722824097,2.1881179809570312,0.8321136832237244
23,1.9758713245391846,1.9737095832824707,0.6791634559631348
24,1.9735636711120605,2.8305838108062744,0.8595176935195923
25,1.9713447093963623,2.111412525177002,0.7425207495689392
26,1.9688169956207275,2.3050377368927,0.6690981984138489
27,1.9659271240234375,1.4707552194595337,0.5901947021484375
28,1.9627258777618408,1.7888604402542114,0.676638662815094
29,1.9595940113067627,1.80120050907135,0.4719570577144623
30,1.956871747970581,2.1743783950805664,0.4995424747467041
31,1.9544479846954346,1.620113730430603,0.5784904956817627
32,1.952125906944275,1.684005618095398,0.4335396885871887
33,1.9495768547058105,1.8255608081817627,0.5206296443939209
34,1.946838617324829,1.7525639533996582,0.4666699171066284
35,1.9442059993743896,1.579656720161438,0.4017412066459656
36,1.9419053792953491,0.9129977822303772,0.3003665506839752
37,1.9399865865707397,1.2796152830123901,0.3984485864639282
38,1.9381159543991089,1.4642448425292969,0.4051986634731293
39,1.9361456632614136,1.4040347337722778,0.30252623558044434
40,1.934134602546692,1.0257632732391357,0.31195372343063354
41,1.9323925971984863,1.276460886001587,0.25594693422317505
42,1.9309240579605103,1.235485553741455,0.28732430934906006
43,1.9294915199279785,0.6381739974021912,0.26933199167251587
44,1.9278525114059448,1.0807148218154907,0.25333622097969055
45,1.9261207580566406,0.8354015946388245,0.2383972853422165
46,1.924538016319275,0.9356303215026855,0.25569993257522583
47,1.9229798316955566,0.884657084941864,0.2025844007730484
